idx,year,key,max_toxicity_prob,lex
83,2016,fucken TPG,0.9944990277290344,True
84,2016,how come 20fps,0.9081695079803467,False
85,2024,AMAR THE FUCKER,0.995248019695282,True
86,2017,is blinking fucked for you guys??,0.9914997220039368,True
87,2017,"When game is going full retard, you can only go with it. If you start going against it, if you start going half retard, you're",0.9152064919471741,True
88,2022,new patch new gay,0.7497077584266663,True
89,2016,new update hotkey bind is so fucked up,0.9881298542022705,True
90,2018,only for girls my tip,0.9149502515792847,False
91,2019,just eat your own dick,0.038170840591192245,True
92,2022,u're my crash,0.8083467483520508,False
93,2017,".bot, .box",0.6231788992881775,False
94,2020,emang bangsat nih Telkomsel,0.0010817631846293807,True
95,2020,"his pc is rather trash, so its taking longer than u'd expect",0.0009501902968622744,True
96,2026,blya a on ne mog all pick sdelat',0.585566520690918,False
97,2023,cuiras con satanic,0.5049091577529907,False
98,2016,do rosh again in another hour i dare you,0.7803730964660645,False
99,2020,standin kontol,0.0021691920701414347,True
100,2023,noob please restart cam,0.2838236689567566,True
101,2018,ritsu piss,0.8139013648033142,False
102,2026,noob puck,0.6336492300033569,True
103,2022,can i pause to pee when we start ill be 1 min,0.6544989347457886,False
104,2019,HANS GOBLOK ROMBAK MODAR,0.0027714925818145275,True
105,2016,fuck yeah,0.9865282773971558,True
106,2022,gg ez obs,0.6306883692741394,False
107,2022,i'll give u the tip of my d***,0.9448867440223694,False
108,2020,duruk mmr anjing,0.01291696447879076,True
109,2016,banget,0.6212876439094543,False
110,2019,comeback ini anjing,0.0054702674970030785,True
111,2025,OCE DULU,0.5692776441574097,False
112,2020,im jealous fck,0.7285821437835693,False
113,2019,maafkan temen toxic ku,0.7450658082962036,False
114,2022,Ag.bob.NGENTOT,0.00961166713386774,True
115,2026,UNREAL,0.9941309094429016,False
116,2020,mah ta,0.9887182712554932,False
117,2016,hahaha,0.8859239220619202,False
118,2017,someone shitting,0.957288920879364,True
119,2018,stop msging me,0.5277889966964722,False
120,2021,Trash goat,0.0007784412009641528,True
121,2023,go 1x1 noob,0.8058394193649292,True
122,2022,KE TAI YU LE L,0.06725865602493286,True
123,2018,jadi laper fak,0.6326398253440857,False
124,2020,ahhaha fuck u,0.9963628649711609,True
125,2022,can u guys ask him to hurry up shitting,0.02662191540002823,True
126,2024,i got shit to do,0.002435714937746525,True
127,2023,hoyl shit,0.9718675017356873,True
128,2017,fuck rajjix,0.9956448078155518,True
129,2026,bro is playing on the fucking toster so he cant join,0.9960706233978271,True
130,2024,fuck lag,0.9963181018829346,True
131,2021,u mad babyboy?,0.7889100313186646,False
132,2017,bahaha,0.5556634068489075,False
133,2025,u dead,0.8001606464385986,False
134,2016,cok kluar 3 bash,0.003568605985492468,True
135,2016,hey are u guys from shitalaide aswell?,0.07627224922180176,True
136,2025,MEDUSAAAAAAAAAAAAAAAAAAAAAA,0.9081695079803467,False
137,2020,com essa porra,0.9887182712554932,False
138,2017,pisal,0.5440222024917603,False
139,2023,im just noob,0.6928042769432068,True
140,2026,no im noob now,0.39633890986442566,True
141,2024,sure fuckin hope so,0.9874196648597717,True
142,2017,whos the nigger invis,0.9786540865898132,True
143,2023,I only tip my bitches,0.9905933737754822,True
144,2021,tiap hari aja anjing,0.003216699929907918,True
145,2025,U kick momo,0.9603549242019653,False
146,2019,LIAT GW MAEN PUDG,0.6354941725730896,False
147,2018,stupid,0.001166917965747416,True
148,2022,u play everyday or some shit,0.979794979095459,True
149,2021,let him live,0.6220738291740417,False
150,2017,dude wat the fuck,0.9925351142883301,True
151,2025,go cachudo,0.5907273292541504,False
152,2017,i hit f9 again,0.9871507883071899,False
153,2016,hello,0.9947609305381775,False
154,2026,OR NOOB,0.0009043127647601068,True
155,2025,noob team..,0.11069326847791672,True
156,2021,fuck yall,0.9947516322135925,True
157,2016,stupid serv,0.9875654578208923,True
158,2024,GG!!!!!!!!!!!!!!!,0.5002651810646057,False
159,2021,kepin asu,0.009228851646184921,True
160,2019,RAPE SCENE HAHAHA,0.6172813773155212,False
161,2026,g apostamos ?,0.8955536484718323,False
162,2020,im a nerd.,0.753250241279602,False
163,2021,essa eh facil,0.5286432504653931,False
164,2024,toxic wtf,0.9061921238899231,False
165,2026,NO TENGO YA,0.5141268968582153,False
166,2019,and his monster cockl,0.9492201805114746,False
167,2021,descending trash splicko,0.8479044437408447,True
168,2017,this is some end shit right here,0.009704465977847576,True
169,2023,idiot 2iq bots,0.9590450525283813,True
170,2019,11-0 kotl game inc,0.9400890469551086,False
171,2021,GAAAAAAAAAArdick,0.736957848072052,False
172,2026,Gausah pura2 gatau anjing,0.06217925250530243,True
173,2023,retards?,0.8491172194480896,True
174,2018,katanya ke toilet,0.8859239220619202,False
175,2019,NECRO NOOB,0.2667233347892761,True
176,2018,That and hes a cuck,0.92831951379776,False
177,2016,its funny that u cant do shit other than comboing a trashsupport,0.9764333367347717,True
178,2024,aboslute CargnAGe in THE fuCKing tRAIgLNAE,0.9978012442588806,True
179,2025,WTF MID DIFF,0.8141342997550964,False
180,2023,i only had at hotel,0.9081695675849915,False
181,2018,asu kontol memek jembut,0.015952562913298607,True
182,2022,ggggooo,0.7830197215080261,False
183,2024,ILL FUCKING KILL MYSELF,0.9936123490333557,True
184,2019,kILL SINI GUA,0.872624397277832,False
185,2022,tino and shanks gay,0.8159842491149902,True
186,2019,kaget sumpah cuk,0.6540061235427856,True
187,2023,anagold wtf,0.6646075248718262,False
188,2025,gl anj,0.016801228746771812,True
189,2020,GE WAHyt?,0.6765172481536865,False
190,2025,ako ni biqt e over,0.5261235237121582,False
191,2021,anjing lu ki,0.0013483923394232988,True
192,2026,kulit mo pudge,0.7216445207595825,False
193,2020,gg idiots,0.9775197505950928,True
194,2025,GET UR FUCKING ENERGY DRINKS,0.9971476197242737,True
195,2026,wTF 30,0.7589166760444641,False
196,2018,ngomong apa si kontol,0.2039085179567337,True
197,2026,anjing kaget gw,0.543502151966095,True
198,2017,+25 mmr for this shit,0.9721245765686035,True
199,2016,wkeowkeowk,0.5692776441574097,False
200,2023,The fucking bagre,0.9979390501976013,True
201,2025,gg ez noobs,0.7534108757972717,True
202,2026,wtf 190cm,0.7381883263587952,False
203,2017,sniper piss,0.7617948651313782,False
204,2019,I mean freak,0.9921810626983643,False
205,2018,dari pada lo babi,0.13579468429088593,True
206,2016,emang u goblok aslinua,0.027758875861763954,True
207,2018,OKAKOWKOAKOWKOA,0.8624120950698853,False
208,2021,SHOUYT TO AMAR THE FUCKER,0.9943721294403076,True
209,2022,you are the one crybaby,0.9278889894485474,False
210,2022,womy,0.9081695079803467,False
211,2016,please dont fake gg again,0.616285502910614,False
212,2020,bkb to kill me,0.5595043897628784,False
213,2020,is retarded,0.9141175150871277,True
214,2018,kill me mid,0.7525577545166016,False
215,2017,cant gg out,0.7305183410644531,False
216,2018,pas skarat goblok,0.010127241723239422,True
217,2018,they record like kda n shit,0.9571057558059692,True
218,2017,m8 I'm right here,0.9728638529777527,False
219,2024,toxic dog,0.6712117195129395,False
220,2026,kata pangonya palalu kek kntl,0.007990775629878044,True
221,2021,TRIED TO BOARDSLIDE AND HIT MY FUCKIN NUTS ON IT,0.9957643747329712,True
222,2022,okay memek womy,0.020042233169078827,True
223,2016,sec need to pee,0.8739317059516907,False
224,2020,kobe die bg sad awak,0.9639006853103638,False
225,2025,well shit xD,0.9780747890472412,True
226,2017,show ur ass,0.9954657554626465,False
227,2021,udah kaya nama pokemon babi,0.04190472885966301,True
228,2024,ya me fui,0.7466123700141907,False
229,2023,waiting semen,0.9650648236274719,False
230,2017,GO SMOKE,0.9421883225440979,False
231,2020,sec he s lag,0.6217189431190491,False
232,2019,ngaca anjing,0.0018876178655773401,True
233,2021,keep hang,0.6632351875305176,False
234,2025,he try play mobile legend but noob only got epic,0.07532601803541183,True
235,2024,ivyl tai,0.004381278064101934,True
236,2016,wait toilet,0.5412840247154236,False
237,2024,opening mr budi beast cok,0.003630646038800478,True
238,2024,trash IHl,0.792523980140686,True
239,2025,noob cc ..,0.06187419965863228,True
240,2020,Teals so fucking low skilled it ssickening,0.9909482598304749,True
241,2024,soon,0.5692775249481201,False
