match_id,time,player_slot,key,year,month,tier,leaguename,patch_name,phase,match_outcome_for_player,duration,match_minute,annotator_id,sentiment,tox_toxic,tox_severe_toxic,tox_obscene,tox_threat,tox_insult,tox_identity_hate,is_dota_jargon,is_ambiguous,notes,confidence_sentiment,conf_tox_toxic,conf_tox_severe_toxic,conf_tox_obscene,conf_tox_threat,conf_tox_insult,conf_tox_identity_hate,n_annotators
6431934263,3644.0,130.0,gygy,2022,2,Lainnya,Dota 2 Champions League 2021-2022 Season,7.3,lainnya,win,3650,60.73,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship/sopan (""gygy"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6561604033,3864.0,1.0,g,2022,5,Lainnya,BTS Pro Series 11,7.31,lainnya,loss,4605,64.4,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8129347299,51.0,0.0,lag,2025,1,Lainnya,ESL One Raleigh 2025 Qualifiers,7.37,lainnya,loss,2800,0.85,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"masalah teknis (""lag""), bukan emosional",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7529165129,67.0,131.0,no worries,2024,1,Lainnya,DreamLeague Season 22 Qualifiers,7.35,lainnya,win,1720,1.12,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship/sopan (""no worries"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4222799595,1253.0,3.0,lupa,2018,11,Lainnya,E-SPORT LEAGUE-DICKYGAMING,7.19,lainnya,win,2116,20.88,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8215560379,2765.0,130.0,gwr,2025,3,Lainnya,ANUBISS CUP,7.37,lainnya,loss,4125,46.08,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"""gwr"" arti tidak jelas, default neutral",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4974950451,-87.0,128.0,srry,2019,8,Lainnya,COPA MASGAMERS 2019,7.22,lainnya,loss,1484,-1.45,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"permintaan maaf / mengakui kesalahan (""srry"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6568003158,2074.0,3.0,GG,2022,5,Major,ESL One Stockholm Major 2022 powered by Intel,7.31,lainnya,loss,2080,34.57,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7836201717,1782.0,128.0,gg,2024,7,Lainnya,Destiny League,7.36,lainnya,loss,1786,29.7,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7927914488,-59.0,130.0,hf,2024,9,TI,The International 2024,7.37,lainnya,win,1994,-0.98,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship/sopan (""hf"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8657722101,1782.0,1.0,gg,2026,1,Lainnya,Dota 2 Space League,7.37,lainnya,loss,1792,29.7,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5781167634,2390.0,132.0,gg,2021,1,Lainnya,DPC Winter 21 Qualifier (WEU) presented by DreamLeague,7.28,lainnya,win,2389,39.83,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5968471026,-88.0,4.0,g,2021,4,Lainnya,i-联赛,7.29,lainnya,win,2591,-1.47,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7765916276,-30.0,130.0,???,2024,5,Lainnya,Riyadh Masters 2024 at Esports World Cup Qualifiers,7.36,lainnya,win,2660,-0.5,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"reaksi punctuation-only (?, !, ??, !! dst), tone tidak jelas",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5518907044,2606.0,128.0,gg,2020,7,Lainnya,ONE Esports Dota 2 SEA League,7.27,lainnya,loss,2615,43.43,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8407011556,3262.0,132.0,sec,2025,8,Lainnya,Boss Battle,7.37,lainnya,win,3847,54.37,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timer/wait call (""sec""), permintaan jeda waktu",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4971088106,1287.0,3.0,gg,2019,8,TI,The International 2019,7.22,lainnya,loss,1294,21.45,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6080913054,2378.0,131.0,Gg,2021,7,TI,The International 2021,7.29,lainnya,loss,2374,39.63,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7318736835,1425.0,3.0,gg,2023,9,Lainnya,Ancients League,7.34,lainnya,win,1432,23.75,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
3529253986,-83.0,128.0,g sry,2017,10,Lainnya,Malaysia Esports League,7.06,lainnya,loss,1857,-1.38,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"permintaan maaf / mengakui kesalahan (""g sry"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6029513317,2520.0,2.0,gg,2021,6,Major,WePlay Kyiv Major 2021,7.29,lainnya,win,2518,42.0,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6605598513,1435.0,1.0,gg,2022,6,Lainnya,Pacific Stars Invitational,7.31,lainnya,loss,1444,23.92,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4534596947,-63.0,3.0,glglgl,2019,3,Lainnya,DreamLeague Season 11,7.21,lainnya,win,1298,-1.05,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship ""good luck"" repetisi (""glglgl"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5840675623,1794.0,3.0,ggwp,2021,2,Lainnya,Snow Sweet Snow #2,7.28,lainnya,win,1802,29.9,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4252449339,-88.0,3.0,THANKS FOR BEING DOGSHIT,2018,12,Lainnya,AEF Dota 2 Pro League Season 1,7.2,lainnya,loss,2821,-1.47,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship compound (token: thanks, msg: ""thanks for being dogshit"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5512466109,2556.0,4.0,gg,2020,7,Lainnya,Moon Studio Asian league,7.27,lainnya,loss,2565,42.6,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
2624591419,1463.0,128.0,gg,2016,9,Lainnya,CZ-SK Dota 2 League Season 8,6.88,lainnya,win,1467,24.38,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6067490075,1780.0,1.0,gg,2021,7,TI,The International 2021,7.29,lainnya,loss,1771,29.67,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.01), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8706210889,835.0,132.0,tilted,2026,2,Lainnya,Party To Play league,7.37,lainnya,loss,906,13.92,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7826209702,1371.0,128.0,donde estoy en paraiso ?,2024,7,Lainnya,Arena of Gods,7.36,lainnya,loss,1372,22.85,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8365764131,2122.0,0.0,?,2025,7,Lainnya,Party To Play league,7.37,lainnya,win,2699,35.37,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"reaksi punctuation-only (?, !, ??, !! dst), tone tidak jelas",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5404123293,1460.0,128.0,gg,2020,5,Lainnya,ESL One Birmingham 2020 Online powered by Intel,7.26,lainnya,win,1462,24.33,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4567616547,1264.0,4.0,sod,2019,3,Lainnya,BU Tech Ltd. Tournament (2019),7.21,lainnya,win,2495,21.07,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8022166668,0.0,3.0,sry,2024,11,Lainnya,Destiny League,7.37,lainnya,win,1622,0.0,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"permintaan maaf / mengakui kesalahan (""sry"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7444846114,35.0,2.0,g,2023,11,Lainnya,TDL SEA Pro Series Late 2023,7.34,lainnya,win,2070,0.58,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7378617754,2076.0,128.0,gg,2023,10,TI,The International 2023,7.34,lainnya,win,2083,34.6,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7830348828,1637.0,4.0,gg,2024,7,Lainnya,Destiny League,7.36,lainnya,loss,1647,27.28,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4127424284,2288.0,128.0,gg,2018,9,Major,The Kuala Lumpur Major,7.19,lainnya,loss,2293,38.13,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5911478535,2228.0,4.0,gg,2021,3,Major,The Singapore Major,7.28,lainnya,win,2227,37.13,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8385849862,41.0,3.0,g,2025,7,Lainnya,EPL World Series: Southeast Asia 2024-2025 Season ,7.37,lainnya,win,1644,0.68,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6692354598,77.0,128.0,g,2022,8,Major,PGL Arlington Major 2022,7.31,lainnya,win,1941,1.28,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7029385883,3262.0,0.0,gg,2023,2,Major,Lima Major 2023,7.32,lainnya,win,3270,54.37,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6896077065,1514.0,0.0,when u become super good in navi ill cheer for u,2022,12,Lainnya,CEE Champions 2022,7.32,lainnya,loss,2111,25.23,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual panjang,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7984118680,-85.0,128.0,glhf guys,2024,10,Major,Major League (D2AU),7.37,lainnya,win,2094,-1.42,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship compound (token: glhf, msg: ""glhf guys"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
2459839444,1768.0,128.0,gg,2016,6,TI,The International 2016,6.88,lainnya,loss,1778,29.47,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5482158284,1299.0,0.0,sec,2020,6,Lainnya,DOTA 2 INDONESIA ONLINE PROFESSIONAL TOURNAMENT 2020,7.26,lainnya,win,1553,21.65,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timer/wait call (""sec""), permintaan jeda waktu",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
2734691591,252.0,128.0,ddoserino,2016,10,Lainnya,Dota Pit League Season Five,6.88,lainnya,win,2378,4.2,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
3048790725,1463.0,0.0,gg,2017,3,Major,Kiev Major,7.02,lainnya,loss,1473,24.38,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4782548632,2334.0,2.0,radiant,2019,5,Lainnya,TNG League 1,7.22,lainnya,loss,2333,38.9,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
2535207324,149.0,2.0,i guess we gta conti,2016,7,Lainnya,ESL India Premiership - Season One,6.88,lainnya,win,1935,2.48,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5625709931,-88.0,0.0,go,2020,9,Lainnya,IMBA!中国DOTA2职业杯,7.27,lainnya,loss,2240,-1.47,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"initiation/coordination call (""go""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8393728241,1764.0,1.0,gg,2025,7,Lainnya,Clavision DOTA2 Masters 2025: Snow-Ruyi,7.37,lainnya,win,1771,29.4,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4672423738,2490.0,1.0,gg,2019,4,Lainnya,Meister Division 2019,7.21,lainnya,win,2487,41.5,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7940546722,-74.0,129.0,glhf,2024,9,TI,The International 2024,7.37,lainnya,loss,3570,-1.23,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sportsmanship/sopan (""glhf"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6809858739,2149.0,3.0,GG,2022,10,TI,The International 2022,7.32,lainnya,loss,2157,35.82,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4137567270,-83.0,4.0,OwO,2018,9,Lainnya,DreamLeague Season 10,7.19,lainnya,win,2187,-1.38,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7800643655,1862.0,4.0,gg wp,2024,6,Lainnya,Destiny League,7.36,lainnya,loss,1872,31.03,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7275724504,2846.0,131.0,Ggwp,2023,8,Lainnya,BetBoom Dacha ,7.33,lainnya,loss,2846,47.43,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7970806336,1175.0,2.0,gg,2024,10,Major,Major League (D2AU),7.37,lainnya,win,1179,19.58,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
5436845462,128.0,128.0,?,2020,5,Lainnya,X-GAME Love,7.26,lainnya,win,1047,2.13,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"reaksi punctuation-only (?, !, ??, !! dst), tone tidak jelas",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4157640700,1397.0,1.0,siapp,2018,10,Lainnya,TNG League 1,7.19,lainnya,loss,1471,23.28,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7935628244,173.0,132.0,g,2024,9,TI,The International 2024,7.37,lainnya,win,1939,2.88,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7936701967,319.0,1.0,g,2024,9,TI,The International 2024,7.37,lainnya,loss,1873,5.32,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
3118057711,2887.0,4.0,gg,2017,4,Lainnya,Persian Gulf Cup Season 3,7.05,lainnya,loss,2890,48.12,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
3510538519,870.0,131.0,g,2017,10,Lainnya,AEF Season 2,7.06,lainnya,loss,1849,14.5,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"initiation/coordination call (""g""), Dota jargon untuk engage/attack",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
6701351134,1994.0,2.0,ggwp,2022,8,Major,PGL Arlington Major 2022,7.31,lainnya,loss,2000,33.23,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8410158398,-89.0,0.0,essa marci,2025,8,Lainnya,Campeonato NEXTLEVEL,7.37,lainnya,win,1564,-1.48,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Dota coordination/observation (""essa marci"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
4397080048,-75.0,3.0,NA mafia,2019,2,Lainnya,DreamLeague Season 11,7.21,lainnya,win,1846,-1.25,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual pendek,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
3355653623,2189.0,0.0,gg,2017,8,TI,The International 2017,7.06,lainnya,win,2197,36.48,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7205659551,-55.0,132.0,Mikey MIC,2023,6,DPC Tour,DPC 2023 WEU Summer Tour Division II – presented by PGL,7.33,lainnya,win,2055,-0.92,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"tech issue compound (token: mic, msg: ""mikey mic"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
2568580867,-87.0,129.0,wait,2016,8,Lainnya,ESL India Premiership - Season One,6.88,lainnya,loss,1666,-1.45,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"timer/wait call (""wait""), permintaan jeda waktu",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8016872214,2226.0,1.0,Cant wait for gypsie to tell me how I could have played better,2024,11,Major,Major League (D2AU),7.37,lainnya,win,2777,37.1,AI,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,banter/percakapan kasual panjang,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8139877659,1522.0,2.0,gg,2025,1,Lainnya,Dota 2 Space League,7.37,lainnya,loss,1531,25.37,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=0.99), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
7929188090,3182.0,2.0,gg,2024,9,TI,The International 2024,7.37,lainnya,loss,3180,53.03,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"GG end-of-match (ratio=1.00), sportsmanship",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
8692635097,347.0,132.0,mb,2026,2,Lainnya,,7.37,lainnya,loss,2549,5.78,AI,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"permintaan maaf / mengakui kesalahan (""mb"")",ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,ai_single,1
